levelId,chapter,name,roundCount,scheduledSpawnCount,backgroundId,monsterIds,recommendedHeroIds,dataComplete,preparationReady,backgroundReady,enemiesReady,recommendationHeroesReady,missingEnemyModelIds,missingRecommendedHeroIds,blockers,runtimeReady,verifiedPlayable,status
1086,86,无尽雪山,15,249,fightscene_02,B03;Boss02;Boss09;M02;M04;M09,H01;H06,true,true,true,true,true,,,,true,true,verified-playable
1087,87,青绿草原,15,249,fightscene_01,B01;Boss06;Boss09;M04;M06;M09,H01;H02,true,true,true,true,true,,,,true,true,verified-playable
1088,88,草原咆哮,15,249,fightscene_01,B03;Boss07;Boss14;M04;M05;M14,H11;H16,true,true,true,true,true,,,,true,true,verified-playable
1089,89,初见火山,15,296,fightscene_04,B03;Boss06;Boss14;M06;M12;M14,H01;H16,true,true,true,true,true,,,,true,true,verified-playable
1090,90,火山熔岩,15,226,fightscene_04,B03;Boss07;Boss14;M04;M12;M13,H03;H16,true,true,true,true,true,,,,true,true,verified-playable
1091,91,宁静森林,15,296,fightscene_01,Boss02;Boss03;Boss10;M02;M03;M10,H06;H17,true,true,true,true,true,,,,true,true,verified-playable
1092,92,密林深处,15,296,fightscene_01,Boss01;Boss10;Boss11;M01;M10;M11,H04;H17,true,true,true,true,true,,,,true,true,verified-playable
1093,93,荒漠边缘,15,296,fightscene_03,Boss10;Boss11;M10;M11;M12,H05;H17,true,true,true,true,true,,,,true,true,verified-playable
1094,94,荒漠沙地,15,321,fightscene_03,Boss02;Boss03;Boss07;M02;M03;M07,H03;H12,true,true,true,true,true,,,,true,true,verified-playable
1095,95,雪山脚下,15,267,fightscene_02,Boss02;Boss03;Boss07;M02;M03;M12,H02;H11,true,true,true,true,true,,,,true,true,verified-playable
1096,96,无尽雪山,15,276,fightscene_02,Boss02;Boss07;M02;M12;M13,H04;H05,true,true,true,true,true,,,,true,true,verified-playable
1097,97,青绿草原,15,276,fightscene_01,Boss11;M11;M12;M13,H03;H05,true,true,true,true,true,,,,true,true,verified-playable
1098,98,草原咆哮,15,291,fightscene_01,Boss01;Boss03;M01;M03;M13,H12;H14,true,true,true,true,true,,,,true,true,verified-playable
1099,99,初见火山,15,276,fightscene_04,B02;Boss01;Boss03;M01;M03;M05,H13;H14,true,true,true,true,true,,,,true,true,verified-playable
1100,100,火山熔岩,15,290,fightscene_04,B01;Boss02;Boss09;M02;M05;M09,H06;H13,true,true,true,true,true,,,,true,true,verified-playable
1101,101,宁静森林,15,249,fightscene_01,B03;Boss02;Boss09;M02;M04;M09,H01;H06,true,true,true,true,true,,,,true,true,verified-playable
1102,102,密林深处,15,249,fightscene_01,B01;Boss06;Boss09;M04;M06;M09,H01;H02,true,true,true,true,true,,,,true,true,verified-playable
1103,103,荒漠边缘,15,249,fightscene_03,B03;Boss07;Boss14;M04;M05;M14,H11;H16,true,true,true,true,true,,,,true,true,verified-playable
1104,104,荒漠沙地,15,296,fightscene_03,B03;Boss06;Boss14;M06;M12;M14,H01;H16,true,true,true,true,true,,,,true,true,verified-playable
1105,105,雪山脚下,15,226,fightscene_02,B03;Boss07;Boss14;M04;M12;M13,H03;H16,true,true,true,true,true,,,,true,true,verified-playable
1106,106,无尽雪山,15,296,fightscene_02,Boss02;Boss03;Boss10;M02;M03;M10,H06;H17,true,true,true,true,true,,,,true,true,verified-playable
1107,107,青绿草原,15,296,fightscene_01,Boss01;Boss10;Boss11;M01;M10;M11,H04;H17,true,true,true,true,true,,,,true,true,verified-playable
1108,108,草原咆哮,15,296,fightscene_01,Boss10;Boss11;M10;M11;M12,H05;H17,true,true,true,true,true,,,,true,true,verified-playable
1109,109,初见火山,15,321,fightscene_04,Boss02;Boss03;Boss07;M02;M03;M07,H03;H12,true,true,true,true,true,,,,true,true,verified-playable
1110,110,火山熔岩,15,267,fightscene_04,Boss02;Boss03;Boss07;M02;M03;M12,H02;H11,true,true,true,true,true,,,,true,true,verified-playable
1111,111,宁静森林,15,276,fightscene_01,Boss02;Boss07;M02;M12;M13,H04;H05,true,true,true,true,true,,,,true,true,verified-playable
1112,112,密林深处,15,276,fightscene_01,Boss11;M11;M12;M13,H03;H05,true,true,true,true,true,,,,true,true,verified-playable
1113,113,荒漠边缘,15,291,fightscene_03,Boss01;Boss03;M01;M03;M13,H12;H14,true,true,true,true,true,,,,true,true,verified-playable
1114,114,荒漠沙地,15,276,fightscene_03,B02;Boss01;Boss03;M01;M03;M05,H13;H14,true,true,true,true,true,,,,true,true,verified-playable
1115,115,雪山脚下,15,290,fightscene_02,B01;Boss02;Boss09;M02;M05;M09,H06;H13,true,true,true,true,true,,,,true,true,verified-playable
1116,116,无尽雪山,15,249,fightscene_02,B03;Boss02;Boss09;M02;M04;M09,H01;H06,true,true,true,true,true,,,,true,true,verified-playable
1117,117,青绿草原,15,249,fightscene_01,B01;Boss06;Boss09;M04;M06;M09,H01;H02,true,true,true,true,true,,,,true,true,verified-playable
1118,118,草原咆哮,15,249,fightscene_01,B03;Boss07;Boss14;M04;M05;M14,H11;H16,true,true,true,true,true,,,,true,true,verified-playable
1119,119,初见火山,15,296,fightscene_04,B03;Boss06;Boss14;M06;M12;M14,H01;H16,true,true,true,true,true,,,,true,true,verified-playable
1120,120,火山熔岩,15,226,fightscene_04,B03;Boss07;Boss14;M04;M12;M13,H03;H16,true,true,true,true,true,,,,true,true,verified-playable
1121,121,宁静森林,15,296,fightscene_01,Boss02;Boss03;Boss10;M02;M03;M10,H06;H17,true,true,true,true,true,,,,true,true,verified-playable
1122,122,密林深处,15,296,fightscene_01,Boss01;Boss10;Boss11;M01;M10;M11,H04;H17,true,true,true,true,true,,,,true,true,verified-playable
1123,123,荒漠边缘,15,296,fightscene_03,Boss10;Boss11;M10;M11;M12,H05;H17,true,true,true,true,true,,,,true,true,verified-playable
1124,124,荒漠沙地,15,321,fightscene_03,Boss02;Boss03;Boss07;M02;M03;M07,H03;H12,true,true,true,true,true,,,,true,true,verified-playable
1125,125,雪山脚下,15,267,fightscene_02,Boss02;Boss03;Boss07;M02;M03;M12,H02;H11,true,true,true,true,true,,,,true,true,verified-playable
1126,126,无尽雪山,15,276,fightscene_02,Boss02;Boss07;M02;M12;M13,H04;H05,true,true,true,true,true,,,,true,true,verified-playable
1127,127,青绿草原,15,276,fightscene_01,Boss11;M11;M12;M13,H03;H05,true,true,true,true,true,,,,true,true,verified-playable
1128,128,草原咆哮,15,291,fightscene_01,Boss01;Boss03;M01;M03;M13,H12;H14,true,true,true,true,true,,,,true,true,verified-playable
1129,129,初见火山,15,276,fightscene_04,B02;Boss01;Boss03;M01;M03;M05,H13;H14,true,true,true,true,true,,,,true,true,verified-playable
1130,130,火山熔岩,15,290,fightscene_04,B01;Boss02;Boss09;M02;M05;M09,H06;H13,true,true,true,true,true,,,,true,true,verified-playable
1131,131,宁静森林,15,249,fightscene_01,B03;Boss02;Boss09;M02;M04;M09,H01;H06,true,true,true,true,true,,,,true,true,verified-playable
1132,132,密林深处,15,249,fightscene_01,B01;Boss06;Boss09;M04;M06;M09,H01;H02,true,true,true,true,true,,,,true,true,verified-playable
1133,133,荒漠边缘,15,249,fightscene_03,B03;Boss07;Boss14;M04;M05;M14,H11;H16,true,true,true,true,true,,,,true,true,verified-playable
1134,134,荒漠沙地,15,296,fightscene_03,B03;Boss06;Boss14;M06;M12;M14,H01;H16,true,true,true,true,true,,,,true,true,verified-playable
1135,135,雪山脚下,15,226,fightscene_02,B03;Boss07;Boss14;M04;M12;M13,H03;H16,true,true,true,true,true,,,,true,true,verified-playable
1136,136,无尽雪山,15,296,fightscene_02,Boss02;Boss03;Boss10;M02;M03;M10,H06;H17,true,true,true,true,true,,,,true,true,verified-playable
1137,137,青绿草原,15,296,fightscene_01,Boss01;Boss10;Boss11;M01;M10;M11,H04;H17,true,true,true,true,true,,,,true,true,verified-playable
1138,138,草原咆哮,15,296,fightscene_01,Boss10;Boss11;M10;M11;M12,H05;H17,true,true,true,true,true,,,,true,true,verified-playable
1139,139,初见火山,15,321,fightscene_04,Boss02;Boss03;Boss07;M02;M03;M07,H03;H12,true,true,true,true,true,,,,true,true,verified-playable
1140,140,火山熔岩,15,267,fightscene_04,Boss02;Boss03;Boss07;M02;M03;M12,H02;H11,true,true,true,true,true,,,,true,true,verified-playable
1141,141,宁静森林,15,276,fightscene_01,Boss02;Boss07;M02;M12;M13,H04;H05,true,true,true,true,true,,,,true,true,verified-playable
1142,142,密林深处,15,276,fightscene_01,Boss11;M11;M12;M13,H03;H05,true,true,true,true,true,,,,true,true,verified-playable
1143,143,荒漠边缘,15,291,fightscene_03,Boss01;Boss03;M01;M03;M13,H12;H14,true,true,true,true,true,,,,true,true,verified-playable
1144,144,荒漠沙地,15,276,fightscene_03,B02;Boss01;Boss03;M01;M03;M05,H13;H14,true,true,true,true,true,,,,true,true,verified-playable
1145,145,雪山脚下,15,290,fightscene_02,B01;Boss02;Boss09;M02;M05;M09,H06;H13,true,true,true,true,true,,,,true,true,verified-playable
1146,146,无尽雪山,15,249,fightscene_02,B03;Boss02;Boss09;M02;M04;M09,H01;H06,true,true,true,true,true,,,,true,true,verified-playable
1147,147,青绿草原,15,249,fightscene_01,B01;Boss06;Boss09;M04;M06;M09,H01;H02,true,true,true,true,true,,,,true,true,verified-playable
1148,148,草原咆哮,15,249,fightscene_01,B03;Boss07;Boss14;M04;M05;M14,H11;H16,true,true,true,true,true,,,,true,true,verified-playable
1149,149,初见火山,15,296,fightscene_04,B03;Boss06;Boss14;M06;M12;M14,H01;H16,true,true,true,true,true,,,,true,true,verified-playable
1150,150,火山熔岩,15,226,fightscene_04,B03;Boss07;Boss14;M04;M12;M13,H03;H16,true,true,true,true,true,,,,true,true,verified-playable
1151,151,宁静森林,15,296,fightscene_01,Boss02;Boss03;Boss10;M02;M03;M10,H06;H17,true,true,true,true,true,,,,true,true,verified-playable
1152,152,密林深处,15,296,fightscene_01,Boss01;Boss10;Boss11;M01;M10;M11,H04;H17,true,true,true,true,true,,,,true,true,verified-playable
1153,153,荒漠边缘,15,296,fightscene_03,Boss10;Boss11;M10;M11;M12,H05;H17,true,true,true,true,true,,,,true,true,verified-playable
1154,154,荒漠沙地,15,321,fightscene_03,Boss02;Boss03;Boss07;M02;M03;M07,H03;H12,true,true,true,true,true,,,,true,true,verified-playable
1155,155,雪山脚下,15,267,fightscene_02,Boss02;Boss03;Boss07;M02;M03;M12,H02;H11,true,true,true,true,true,,,,true,true,verified-playable
1156,156,无尽雪山,15,276,fightscene_02,Boss02;Boss07;M02;M12;M13,H04;H05,true,true,true,true,true,,,,true,true,verified-playable
1157,157,青绿草原,15,276,fightscene_01,Boss11;M11;M12;M13,H03;H05,true,true,true,true,true,,,,true,true,verified-playable
1158,158,草原咆哮,15,291,fightscene_01,Boss01;Boss03;M01;M03;M13,H12;H14,true,true,true,true,true,,,,true,true,verified-playable
1159,159,初见火山,15,276,fightscene_04,B02;Boss01;Boss03;M01;M03;M05,H13;H14,true,true,true,true,true,,,,true,true,verified-playable
1160,160,火山熔岩,15,290,fightscene_04,B01;Boss02;Boss09;M02;M05;M09,H06;H13,true,true,true,true,true,,,,true,true,verified-playable
1161,161,宁静森林,15,249,fightscene_01,B03;Boss02;Boss09;M02;M04;M09,H01;H06,true,true,true,true,true,,,,true,true,verified-playable
1162,162,密林深处,15,249,fightscene_01,B01;Boss06;Boss09;M04;M06;M09,H01;H02,true,true,true,true,true,,,,true,true,verified-playable
1163,163,荒漠边缘,15,249,fightscene_03,B03;Boss07;Boss14;M04;M05;M14,H11;H16,true,true,true,true,true,,,,true,true,verified-playable
1164,164,荒漠沙地,15,296,fightscene_03,B03;Boss06;Boss14;M06;M12;M14,H01;H16,true,true,true,true,true,,,,true,true,verified-playable
1165,165,雪山脚下,15,226,fightscene_02,B03;Boss07;Boss14;M04;M12;M13,H03;H16,true,true,true,true,true,,,,true,true,verified-playable
1166,166,无尽雪山,15,296,fightscene_02,Boss02;Boss03;Boss10;M02;M03;M10,H06;H17,true,true,true,true,true,,,,true,true,verified-playable
1167,167,青绿草原,15,296,fightscene_01,Boss01;Boss10;Boss11;M01;M10;M11,H04;H17,true,true,true,true,true,,,,true,true,verified-playable
1168,168,草原咆哮,15,296,fightscene_01,Boss10;Boss11;M10;M11;M12,H05;H17,true,true,true,true,true,,,,true,true,verified-playable
1169,169,初见火山,15,321,fightscene_04,Boss02;Boss03;Boss07;M02;M03;M07,H03;H12,true,true,true,true,true,,,,true,true,verified-playable
1170,170,火山熔岩,15,267,fightscene_04,Boss02;Boss03;Boss07;M02;M03;M12,H02;H11,true,true,true,true,true,,,,true,true,verified-playable
1171,171,宁静森林,15,276,fightscene_01,Boss02;Boss07;M02;M12;M13,H04;H05,true,true,true,true,true,,,,true,true,verified-playable
1172,172,密林深处,15,276,fightscene_01,Boss11;M11;M12;M13,H03;H05,true,true,true,true,true,,,,true,true,verified-playable
1173,173,荒漠边缘,15,291,fightscene_03,Boss01;Boss03;M01;M03;M13,H12;H14,true,true,true,true,true,,,,true,true,verified-playable
1174,174,荒漠沙地,15,276,fightscene_03,B02;Boss01;Boss03;M01;M03;M05,H13;H14,true,true,true,true,true,,,,true,true,verified-playable
1175,175,雪山脚下,15,290,fightscene_02,B01;Boss02;Boss09;M02;M05;M09,H06;H13,true,true,true,true,true,,,,true,true,verified-playable
1176,176,无尽雪山,15,249,fightscene_02,B03;Boss02;Boss09;M02;M04;M09,H01;H06,true,true,true,true,true,,,,true,true,verified-playable
1177,177,青绿草原,15,249,fightscene_01,B01;Boss06;Boss09;M04;M06;M09,H01;H02,true,true,true,true,true,,,,true,true,verified-playable
1178,178,草原咆哮,15,249,fightscene_01,B03;Boss07;Boss14;M04;M05;M14,H11;H16,true,true,true,true,true,,,,true,true,verified-playable
1179,179,初见火山,15,296,fightscene_04,B03;Boss06;Boss14;M06;M12;M14,H01;H16,true,true,true,true,true,,,,true,true,verified-playable
1180,180,火山熔岩,15,226,fightscene_04,B03;Boss07;Boss14;M04;M12;M13,H03;H16,true,true,true,true,true,,,,true,true,verified-playable
1181,181,宁静森林,15,296,fightscene_01,Boss02;Boss03;Boss10;M02;M03;M10,H06;H17,true,true,true,true,true,,,,true,true,verified-playable
1182,182,密林深处,15,296,fightscene_01,Boss01;Boss10;Boss11;M01;M10;M11,H04;H17,true,true,true,true,true,,,,true,true,verified-playable
1183,183,荒漠边缘,15,296,fightscene_03,Boss10;Boss11;M10;M11;M12,H05;H17,true,true,true,true,true,,,,true,true,verified-playable
1184,184,荒漠沙地,15,321,fightscene_03,Boss02;Boss03;Boss07;M02;M03;M07,H03;H12,true,true,true,true,true,,,,true,true,verified-playable
1185,185,雪山脚下,15,267,fightscene_02,Boss02;Boss03;Boss07;M02;M03;M12,H02;H11,true,true,true,true,true,,,,true,true,verified-playable
1186,186,无尽雪山,15,276,fightscene_02,Boss02;Boss07;M02;M12;M13,H04;H05,true,true,true,true,true,,,,true,true,verified-playable
1187,187,青绿草原,15,276,fightscene_01,Boss11;M11;M12;M13,H03;H05,true,true,true,true,true,,,,true,true,verified-playable
1188,188,草原咆哮,15,291,fightscene_01,Boss01;Boss03;M01;M03;M13,H12;H14,true,true,true,true,true,,,,true,true,verified-playable
